web-scraper-order,web-scraper-start-url,description,prix,Addresse,Images-src,Pagination,Pagination-href
"1729547930-152","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ngor","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-153","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","200 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-154","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-155","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","200 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-156","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-157","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","50 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-158","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-159","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","3 000 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-160","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","VDN","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-161","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","480 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-162","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-163","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","250 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-164","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-165","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","180 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-166","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Yoff","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-167","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","400 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-168","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Liberté 6","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-169","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","350 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-170","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Virage","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-171","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","600 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-172","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouakam","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-173","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","700 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-174","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Mamelles","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-175","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","25 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-176","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Keur Massar","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-177","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","500 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-178","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ngor","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-179","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","55 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-180","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Sipres","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-181","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","550 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-182","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Yoff","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-183","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","110 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-184","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-185","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","500 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-186","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Mamelles","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-187","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","570 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-188","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-189","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","300 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-190","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouakam","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-191","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","500 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-192","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-193","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","200 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-194","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Liberté 6","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-195","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","315 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-196","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-197","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","225 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-198","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouakam","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-199","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","300 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-200","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Liberté 6","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-201","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","40 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-202","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Liberté 6","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-203","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","250 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-204","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-205","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","175 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-206","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Rufisque","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-207","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-208","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Mamelles","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-209","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","250 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-210","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Nord Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-211","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-212","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-213","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-214","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-215","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-216","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-217","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-218","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-219","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-220","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-221","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-222","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-223","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-224","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-225","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-226","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-227","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-228","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-229","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-230","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-231","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-232","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-233","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-234","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-235","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-236","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-237","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-238","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-239","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-240","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-241","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-242","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-243","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-244","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-245","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-246","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-247","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-248","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-249","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-250","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-251","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-252","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-253","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-254","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-255","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-256","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-257","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-258","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-259","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-260","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-261","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-262","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-263","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-264","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-265","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-266","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-267","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-268","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-269","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-270","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-271","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-272","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-273","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-274","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-275","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-276","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-277","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-278","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-279","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-280","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-281","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-282","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-283","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-284","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-285","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-286","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-287","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-288","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-289","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-290","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-291","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-292","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-293","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-294","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-295","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-296","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-297","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-298","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-299","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-300","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-301","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-302","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-303","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-304","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-305","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-306","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-307","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-308","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-309","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-310","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-311","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-312","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-313","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-314","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-315","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-316","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-317","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-318","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
